year,month,day,hour,PM2.5,CO,O3,TEMP,WSPM,PRES
2015,1,22,16,95.0,1500.0,46.0,5.0,2.8,1012.0
2015,1,22,17,94.0,1400.0,54.0,4.0,1.3,1015.0
2015,1,22,18,161.0,2100.0,33.0,3.0,0.5,1014.0
2015,1,22,19,222.0,3100.0,7.0,2.0,0.7,1015.0
2015,1,22,20,231.0,3300.0,3.0,1.0,0.4,1012.0
2015,1,22,21,241.0,3600.0,4.0,0.0,0.1,1016.0
2015,1,22,22,219.0,3600.0,3.0,-2.0,0.2,1013.0
2015,1,22,23,182.0,4200.0,3.0,-2.0,0.0,1014.0
2015,1,23,0,180.0,4200.0,2.0,-4.0,0.5,1011.0
2015,1,23,1,175.0,3800.0,2.0,-4.0,0.5,1011.0
2015,1,23,2,146.0,3800.0,2.0,-5.0,0.0,1011.0
2015,1,23,3,147.0,3700.0,2.0,-5.0,0.0,1010.0
2015,1,23,4,147.0,3500.0,2.0,-5.0,0.6,1013.0
2015,1,23,5,138.0,3500.0,2.0,-6.0,0.5,1011.0
2015,1,23,6,115.0,2500.0,2.0,-6.0,0.1,1012.0
2015,1,23,7,121.0,3000.0,2.0,-6.0,0.0,1012.0
2015,1,23,8,106.0,2600.0,2.0,-5.0,0.6,1011.0
2015,1,23,9,104.0,3000.0,4.0,-1.0,0.5,1012.0
2015,1,23,10,146.0,3900.0,4.0,1.0,0.9,1013.0
2015,1,23,11,124.0,2700.0,6.0,2.0,0.7,1008.0
2015,1,23,12,102.0,3100.0,10.0,3.0,1.4,1009.0
2015,1,23,13,162.0,3200.0,11.0,5.0,1.1,1011.0
2015,1,23,14,182.0,3300.0,12.0,6.0,1.4,1010.0
2015,1,23,15,196.0,3100.0,12.0,7.0,1.3,1006.0
2015,1,23,16,178.0,2700.0,15.0,6.0,0.8,1009.0
2015,1,23,17,189.0,3000.0,6.0,5.0,0.9,1007.0
2015,1,23,18,204.0,3300.0,3.0,3.0,1.1,1012.0
2015,1,23,19,221.0,3800.0,3.0,3.0,1.0,1013.0
2015,1,23,20,234.0,4400.0,4.0,1.0,0.7,1012.0
2015,1,23,21,233.0,5400.0,4.0,0.0,0.9,1014.0
2015,1,23,22,234.0,5200.0,2.0,-1.0,0.6,1014.0
2015,1,23,23,243.0,6100.0,4.0,-1.0,1.1,1012.0
2015,1,24,0,229.0,5500.0,2.0,0.0,0.7,1014.0
2015,1,24,1,252.0,5100.0,2.0,2.0,2.1,1013.0
2015,1,24,2,153.0,2600.0,2.0,3.0,1.1,1015.0
2015,1,24,3,77.0,1200.0,2.0,2.0,1.6,1013.0
2015,1,24,4,64.0,1000.0,10.0,1.0,0.6,1017.0
2015,1,24,5,90.0,2000.0,3.0,0.0,1.0,1016.0
2015,1,24,6,112.0,2300.0,3.0,2.0,0.8,1016.0
2015,1,24,7,59.0,1600.0,3.0,2.0,0.9,1020.0
2015,1,24,8,41.0,1500.0,5.0,1.0,0.8,1020.0
2015,1,24,9,56.0,2300.0,5.0,2.0,0.4,1021.0
2015,1,24,10,78.0,2000.0,6.0,3.0,2.7,1020.0
2015,1,24,11,102.0,1800.0,10.0,3.0,1.9,1022.0
2015,1,24,12,98.0,1600.0,22.0,3.0,1.5,1021.0
2015,1,24,13,76.0,1200.0,36.0,3.0,2.0,1020.0
2015,1,24,14,59.0,1000.0,40.0,3.0,1.9,1017.0
2015,1,24,15,51.0,800.0,47.0,3.0,0.9,1019.0
2015,1,24,16,42.0,800.0,38.0,3.0,0.9,1016.0
2015,1,24,17,35.0,800.0,29.0,3.0,0.9,1020.0
2015,1,24,18,40.0,800.0,26.0,3.0,1.1,1019.0
2015,1,24,19,38.0,900.0,27.0,2.0,1.7,1019.0
2015,1,24,20,44.0,1200.0,21.0,2.0,1.4,1017.0
2015,1,24,21,50.0,1400.0,8.0,1.0,2.2,1021.0
2015,1,24,22,65.0,1500.0,4.0,0.0,1.3,1018.0
2015,1,24,23,73.0,1500.0,4.0,0.0,0.9,1022.0
2015,1,25,0,80.0,1500.0,6.0,0.0,1.6,1021.0
2015,1,25,1,80.0,1400.0,9.0,0.0,0.9,1021.0
2015,1,25,2,84.0,1500.0,9.0,-1.0,1.2,1019.0
2015,1,25,3,81.0,1200.0,13.0,0.0,0.8,1018.0
2015,1,25,4,70.0,1100.0,15.0,0.0,0.9,1017.0
2015,1,25,5,72.0,1200.0,12.0,0.0,1.0,1018.0
2015,1,25,6,72.0,1200.0,8.0,0.0,0.7,1020.0
2015,1,25,7,86.0,1300.0,6.0,0.0,1.2,1020.0
2015,1,25,8,99.0,1500.0,5.0,0.0,0.9,1015.0
2015,1,25,9,104.0,1500.0,6.0,1.0,1.8,1021.0
2015,1,25,10,108.0,1600.0,10.0,1.0,1.3,1020.0
2015,1,25,11,120.0,1500.0,21.0,3.0,1.7,1019.0
2015,1,25,12,120.0,1300.0,38.0,3.0,1.8,1019.0
2015,1,25,13,124.0,1300.0,43.0,3.0,2.0,1016.0
2015,1,25,14,128.0,1300.0,49.0,3.0,1.7,1016.0
2015,1,25,15,142.0,1400.0,49.0,3.0,2.2,1016.0
2015,1,25,16,164.0,1500.0,49.0,3.0,1.6,1016.0
2015,1,25,17,174.0,1600.0,40.0,3.0,1.0,1014.0
2015,1,25,18,173.0,1800.0,20.0,2.0,1.9,1016.0
2015,1,25,19,196.0,2000.0,4.0,1.0,0.9,1016.0
2015,1,25,20,196.0,2200.0,4.0,0.0,1.2,1017.0
2015,1,25,21,220.0,2600.0,4.0,0.0,1.0,1017.0
2015,1,25,22,226.0,2800.0,4.0,-1.0,1.0,1019.0
2015,1,25,23,236.0,3000.0,4.0,-2.0,0.0,1018.0
2015,1,26,0,231.0,3200.0,4.0,-1.0,0.0,1019.0
2015,1,26,1,229.0,3200.0,3.0,-2.0,0.0,1015.0
2015,1,26,2,223.0,3300.0,3.0,-4.0,1.0,1015.0
2015,1,26,3,191.0,2300.0,3.0,-4.0,0.6,1014.0
2015,1,26,4,194.0,2900.0,5.0,-4.0,0.9,1013.0
2015,1,26,5,201.0,4000.0,3.0,-2.0,0.2,1014.0
2015,1,26,6,208.0,3700.0,3.0,-3.0,0.7,1014.0
2015,1,26,7,223.0,4500.0,4.0,-2.0,0.6,1016.0
2015,1,26,8,219.0,4100.0,4.0,-1.0,2.3,1015.0
2015,1,26,9,110.0,1900.0,29.0,4.0,1.6,1019.0
2015,1,26,10,3.0,400.0,54.0,5.0,3.4,1020.0
2015,1,26,11,11.0,300.0,59.0,5.0,2.3,1021.0
2015,1,26,12,10.0,300.0,61.0,3.0,4.0,1019.0
2015,1,26,13,16.0,400.0,54.0,3.0,2.7,1022.0
2015,1,26,14,13.0,400.0,53.0,3.0,2.9,1023.0
2015,1,26,15,13.0,400.0,58.0,3.0,2.1,1022.0
2015,1,26,16,8.0,300.0,68.0,3.0,3.6,1025.0
2015,1,26,17,17.0,400.0,62.0,2.0,2.9,1022.0
2015,1,26,18,9.0,400.0,60.0,1.0,2.4,1026.0
2015,1,26,19,8.0,400.0,61.0,1.0,1.6,1024.0
2015,1,26,20,8.0,400.0,61.0,0.0,1.6,1030.0
2015,1,26,21,5.0,400.0,64.0,-1.0,1.5,1031.0
2015,1,26,22,9.0,400.0,63.0,-2.0,1.4,1026.0
2015,1,26,23,12.0,500.0,62.0,-2.0,1.1,1028.0
2015,1,27,0,10.0,500.0,62.0,-4.0,2.0,1027.0
2015,1,27,1,7.0,400.0,64.0,-4.0,2.4,1030.0
2015,1,27,2,4.0,400.0,66.0,-5.0,2.6,1028.0
2015,1,27,3,7.0,400.0,60.0,-6.0,2.2,1032.0
2015,1,27,4,11.0,500.0,53.0,-6.0,1.0,1027.0
2015,1,27,5,7.0,500.0,52.0,-7.0,0.7,1029.0
2015,1,27,6,10.0,500.0,51.0,-8.0,0.9,1026.0
2015,1,27,7,10.0,600.0,43.0,-7.0,0.8,1029.0
2015,1,27,8,11.0,700.0,31.0,-7.0,2.5,1027.0
2015,1,27,9,17.0,900.0,29.0,-4.0,1.1,1029.0
2015,1,27,10,12.0,900.0,44.0,-2.0,1.6,1031.0
2015,1,27,11,16.0,700.0,54.0,-1.0,1.7,1030.0
2015,1,27,12,13.0,500.0,62.0,-1.0,3.1,1026.0
2015,1,27,13,7.0,500.0,64.0,1.0,2.7,1027.0
2015,1,27,14,12.0,500.0,66.0,2.0,2.6,1024.0
2015,1,27,15,9.0,400.0,68.0,3.0,2.2,1028.0
2015,1,27,16,9.0,400.0,67.0,3.0,1.8,1026.0
2015,1,27,17,7.0,500.0,63.0,2.0,1.2,1027.0
2015,1,27,18,15.0,600.0,50.0,0.0,0.0,1023.0
2015,1,27,19,20.0,800.0,36.0,-1.0,0.5,1027.0
2015,1,27,20,49.0,1300.0,5.0,-2.0,1.0,1025.0
2015,1,27,21,62.0,1700.0,4.0,-4.0,0.0,1028.0
2015,1,27,22,58.0,1700.0,4.0,-5.0,0.1,1029.0
2015,1,27,23,58.0,1500.0,3.0,-5.0,0.5,1028.6
2015,1,28,0,55.0,1500.0,3.0,-6.0,0.2,1030.0
2015,1,28,1,63.0,1900.0,3.0,-6.0,0.0,1027.0
2015,1,28,2,53.0,3400.0,4.0,-2.0,1.5,1029.0
2015,1,28,3,29.0,900.0,4.0,-3.0,2.6,1029.0
2015,1,28,4,27.0,1000.0,5.0,-4.0,1.1,1029.0
2015,1,28,5,24.0,1000.0,11.0,-4.0,1.2,1024.0
2015,1,28,6,23.0,900.0,14.0,-4.0,1.0,1029.0
2015,1,28,7,14.0,1000.0,10.0,-5.0,1.0,1026.0
2015,1,28,8,16.0,900.0,12.0,-5.0,1.3,1029.0
2015,1,28,9,15.0,900.0,14.0,-4.0,1.0,1028.0
2015,1,28,10,15.0,1000.0,20.0,-1.0,1.8,1027.0
2015,1,28,11,24.0,1000.0,23.0,-1.0,1.7,1029.0
2015,1,28,12,22.0,800.0,32.0,0.0,1.9,1025.0
2015,1,28,13,24.0,800.0,31.0,1.0,0.7,1024.0
2015,1,28,14,28.0,800.0,33.0,1.0,1.4500000000000002,1025.0
2015,1,28,15,36.0,800.0,32.0,1.0,2.2,1026.0
2015,1,28,16,41.0,800.0,32.0,1.0,1.7,1025.0
2015,1,28,17,50.0,900.0,36.0,0.0,1.3,1020.0
2015,1,28,18,57.0,1100.0,29.0,0.0,1.2,1024.0
2015,1,28,19,69.0,1400.0,12.0,0.0,1.5,1021.0
2015,1,28,20,81.0,1400.0,11.0,0.0,1.2,1025.0
2015,1,28,21,94.0,1700.0,6.0,-1.0,1.1,1025.0
2015,1,28,22,89.0,1700.0,3.0,-1.0,1.1,1022.0
2015,1,28,23,104.0,2000.0,4.0,-1.0,0.4,1023.0
2015,1,29,0,137.0,2400.0,4.0,-1.0,0.9,1023.0
2015,1,29,1,172.0,2900.0,5.0,-1.0,1.3,1019.0
2015,1,29,2,187.0,2700.0,6.0,-1.0,1.6,1020.0
2015,1,29,3,180.0,2600.0,4.0,-1.0,1.0,1019.0
2015,1,29,4,123.0,1700.0,11.0,-2.0,2.1,1018.0
2015,1,29,5,106.0,1300.0,19.0,-2.0,1.0,1020.0
2015,1,29,6,101.0,1300.0,17.0,-2.0,1.8,1021.0
2015,1,29,7,93.0,1300.0,16.0,-2.0,1.4,1019.0
2015,1,29,8,74.0,1300.0,18.0,-2.0,1.5,1023.0
2015,1,29,9,85.0,1500.0,12.0,-2.0,1.1,1020.0
2015,1,29,10,104.0,1500.0,17.0,-1.0,1.5,1022.0
2015,1,29,11,114.0,1600.0,24.0,1.0,0.9,1023.0
2015,1,29,12,121.0,1600.0,29.0,3.0,1.6,1022.0
2015,1,29,13,62.0,900.0,48.0,4.0,4.3,1020.0
2015,1,29,14,8.0,300.0,68.0,4.0,2.5,1021.0
2015,1,29,15,6.0,300.0,73.0,4.0,2.8,1020.0
2015,1,29,16,8.0,300.0,74.0,3.0,3.8,1021.0
2015,1,29,17,7.0,400.0,71.0,3.0,1.3,1020.0
2015,1,29,18,5.0,400.0,70.0,2.0,3.9,1022.0
2015,1,29,19,10.0,400.0,68.0,1.0,2.1,1024.0
2015,1,29,20,11.0,400.0,67.0,1.0,1.9,1022.0
2015,1,29,21,7.0,400.0,66.0,1.0,1.1,1022.0
2015,1,29,22,10.0,400.0,65.0,-1.0,1.2,1025.0
2015,1,29,23,12.0,500.0,52.0,-2.0,1.8,1026.0
2015,1,30,0,12.0,500.0,43.0,-2.0,1.3,1023.0
2015,1,30,1,14.0,600.0,42.0,-3.0,1.4,1023.0
2015,1,30,2,12.0,500.0,43.0,-4.0,0.8,1026.0
2015,1,30,3,4.0,300.0,47.0,-4.0,1.3,1022.0
2015,1,30,4,14.0,700.0,8.0,-5.0,1.0,1023.0
2015,1,30,5,15.0,700.0,29.0,-5.0,1.4,1027.0
2015,1,30,6,7.0,600.0,45.0,-5.0,1.5,1026.0
2015,1,30,7,10.0,800.0,28.0,-6.0,1.8,1025.0
2015,1,30,8,12.0,900.0,18.0,-6.0,0.4,1031.0
2015,1,30,9,15.0,1000.0,26.0,-2.0,1.5,1029.0
2015,1,30,10,15.0,900.0,35.0,-1.0,1.75,1029.5
2015,1,30,11,11.0,600.0,52.0,0.0,2.0,1030.0
2015,1,30,12,9.0,400.0,63.0,2.0,2.1,1027.0
2015,1,30,13,5.0,400.0,65.0,2.5,2.2,1027.5
2015,1,30,14,8.0,300.0,66.0,3.0,2.3,1028.0
2015,1,30,15,6.0,400.0,68.0,4.0,2.5,1028.0
2015,1,30,16,7.0,400.0,67.0,3.0,3.4,1023.0
2015,1,30,17,8.0,500.0,63.0,3.0,2.7,1027.0
2015,1,30,18,10.0,500.0,54.0,1.0,0.9,1026.0
2015,1,30,19,14.0,600.0,37.0,1.0,0.1,1027.0
2015,1,30,20,10.0,500.0,45.0,0.0,1.0,1029.0
2015,1,30,21,8.0,600.0,39.0,0.0,1.3,1033.0
2015,1,30,22,11.0,600.0,44.0,-1.0,1.6,1031.0
2015,1,30,23,7.0,600.0,38.0,-1.0,1.8,1030.0
2015,1,31,0,15.0,800.0,31.0,-2.0,2.1,1033.0
2015,1,31,1,21.0,1000.0,18.0,-5.0,0.6,1033.0
2015,1,31,2,20.0,800.0,20.0,-5.0,1.4,1031.0
2015,1,31,3,14.0,1100.0,13.0,-5.0,0.8,1033.0
2015,1,31,4,17.0,1100.0,11.0,-6.0,1.0,1030.0
2015,1,31,5,15.0,1200.0,9.0,-6.0,1.0,1030.0
2015,1,31,6,15.0,1000.0,13.0,-6.0,0.9,1032.0
2015,1,31,7,18.0,1300.0,4.0,-7.0,0.9,1033.0
2015,1,31,8,18.0,1100.0,5.0,-6.0,0.7,1034.0
2015,1,31,9,22.0,1400.0,9.0,-4.0,1.1,1034.0
2015,1,31,10,32.0,1500.0,16.0,-1.0,2.2,1035.0
2015,1,31,11,30.0,1200.0,27.0,0.0,1.6,1033.0
2015,1,31,12,19.0,900.0,37.0,2.0,0.8,1032.0
2015,1,31,13,21.0,900.0,45.0,2.0,1.1,1030.0
2015,1,31,14,24.0,800.0,49.0,3.0,0.9,1026.0
2015,1,31,15,19.0,700.0,53.0,4.0,2.2,1024.0
2015,1,31,16,29.0,800.0,46.0,3.0,1.9,1029.0
2015,1,31,17,34.0,900.0,36.0,3.0,2.5,1028.0
2015,1,31,18,52.0,1200.0,34.0,1.0,1.3,1027.0
2015,1,31,19,84.0,1500.0,23.0,0.0,1.7,1027.0
2015,1,31,20,107.0,1800.0,7.0,0.0,1.3,1029.0
2015,1,31,21,106.0,1900.0,3.0,-2.0,0.7,1028.0
2015,1,31,22,85.0,2200.0,2.0,-5.0,0.5,1025.0
2015,1,31,23,72.0,2000.0,3.0,-5.0,0.7,1027.0
2015,2,1,0,58.0,2000.0,7.0,-6.0,0.5,1030.0
2015,2,1,1,43.0,1400.0,11.0,-7.0,0.0,1029.0
2015,2,1,2,36.0,1400.0,19.0,-7.0,0.1,1029.0
2015,2,1,3,65.0,2000.0,2.0,-7.0,0.5,1028.0
2015,2,1,4,77.0,2000.0,4.0,-8.0,1.0,1030.0
2015,2,1,5,52.0,2000.0,9.0,-8.0,0.0,1030.0
2015,2,1,6,40.0,2000.0,3.0,-8.0,0.0,1029.0
2015,2,1,7,52.0,2900.0,3.0,-7.0,0.9,1028.0
2015,2,1,8,33.0,1800.0,3.0,-5.0,1.3,1025.0
2015,2,1,9,54.0,2800.0,5.0,-4.0,0.6,1027.0
2015,2,1,10,81.0,3000.0,6.0,-2.0,0.7,1026.0
2015,2,1,11,76.0,2700.0,8.0,0.0,1.2,1029.0
2015,2,1,12,77.0,2400.0,11.0,1.0,1.0,1026.0
2015,2,1,13,60.0,1700.0,18.0,3.0,1.4,1024.0
2015,2,1,14,48.0,1300.0,23.0,3.0,1.0,1024.0
2015,2,1,15,64.0,1300.0,24.0,3.0,2.2,1025.0
2015,2,1,16,82.0,1300.0,28.0,3.0,1.7,1027.0
2015,2,1,17,105.0,1500.0,29.0,2.0,1.0,1023.0
2015,2,1,18,116.0,1800.0,12.0,1.0,0.8,1025.0
2015,2,1,19,132.0,2100.0,4.0,0.0,0.5,1022.0
2015,2,1,20,145.0,2400.0,3.0,-1.0,0.7,1027.0
2015,2,1,21,135.0,2300.0,3.0,-2.0,0.8,1024.0
2015,2,1,22,135.0,3000.0,4.0,-2.0,0.8,1028.0
2015,2,1,23,133.0,3300.0,2.0,-4.0,0.2,1026.0
2015,2,2,0,133.0,3300.0,3.0,-4.0,0.6,1023.0
2015,2,2,1,112.0,2900.0,2.0,-5.0,0.8,1023.0
2015,2,2,2,101.0,2800.0,2.0,-5.5,0.4,1023.0
2015,2,2,3,100.0,2900.0,3.0,-6.0,0.0,1023.0
2015,2,2,4,108.0,3600.0,3.0,-6.0,0.0,1025.0
2015,2,2,5,99.0,3000.0,2.0,-6.0,0.0,1022.0
2015,2,2,6,111.0,3000.0,3.0,-6.0,0.0,1022.5
2015,2,2,7,128.0,3500.0,3.0,-6.0,0.0,1023.0
2015,2,2,8,109.0,3500.0,3.0,-6.0,0.6,1023.0
2015,2,2,9,108.0,2700.0,3.0,-4.0,0.1,1026.0
2015,2,2,10,107.0,2600.0,4.0,-1.0,0.8,1024.0
2015,2,2,11,119.0,3100.0,5.0,1.0,1.3,1028.0
2015,2,2,12,115.0,2600.0,7.0,2.0,1.1,1027.0
2015,2,2,13,123.0,2300.0,9.0,2.0,0.7,1024.0
2015,2,2,14,130.0,2300.0,11.0,3.0,1.2,1025.0
2015,2,2,15,138.0,2000.0,11.0,3.0,1.4,1020.0
2015,2,2,16,148.0,2200.0,8.0,3.0,1.0,1024.0
2015,2,2,17,159.0,2200.0,6.0,3.0,0.9,1022.0
2015,2,2,18,168.0,2400.0,4.0,3.0,0.4,1025.0
2015,2,2,19,178.0,2400.0,3.0,3.0,1.1,1022.0
2015,2,2,20,188.0,2600.0,4.0,2.0,2.2,1024.0
2015,2,2,21,163.0,1900.0,16.0,1.0,2.3,1023.0
2015,2,2,22,137.0,1400.0,30.0,0.0,1.7,1023.0
2015,2,2,23,135.0,1700.0,19.0,0.0,0.8,1027.0
2015,2,3,0,157.0,1800.0,8.0,0.0,0.8,1023.0
2015,2,3,1,156.0,1900.0,4.0,0.0,0.7,1025.0
2015,2,3,2,172.0,2300.0,8.0,-1.0,0.6,1026.0
2015,2,3,3,180.0,1900.0,3.0,-2.0,0.1,1023.0
2015,2,3,4,180.0,2000.0,4.0,-4.0,0.9,1024.0
2015,2,3,5,177.0,2800.0,2.0,-4.0,0.8,1021.0
2015,2,3,6,179.0,3300.0,2.0,-4.0,0.6,1022.0
2015,2,3,7,174.0,3500.0,2.0,-5.0,0.4,1026.0
2015,2,3,8,167.0,3500.0,2.0,-4.0,0.6,1027.0
2015,2,3,9,169.0,3600.0,4.0,-1.0,0.7,1025.0
2015,2,3,10,179.0,3900.0,5.0,2.0,1.0,1023.0
2015,2,3,11,182.0,3100.0,10.0,4.0,1.0,1024.0
2015,2,3,12,214.0,3400.0,12.0,6.0,2.0,1026.0
2015,2,3,13,134.0,1700.0,54.0,7.5,2.25,1025.5
2015,2,3,14,58.0,800.0,81.0,9.0,2.5,1025.0
2015,2,3,15,58.0,800.0,80.0,8.0,3.8,1024.0
2015,2,3,16,43.0,700.0,77.0,8.0,3.8,1024.0
2015,2,3,17,32.0,600.0,75.0,7.0,2.2,1021.0
2015,2,3,18,24.0,600.0,66.0,6.0,2.7,1024.0
2015,2,3,19,12.0,500.0,54.0,6.0,2.8,1022.0
2015,2,3,20,22.0,600.0,51.0,4.0,3.1,1024.0
2015,2,3,21,16.0,500.0,68.0,4.0,2.4,1023.0
2015,2,3,22,9.0,400.0,72.0,3.0,2.1,1025.0
2015,2,3,23,8.0,400.0,72.0,2.0,1.7,1027.0
2015,2,4,0,12.0,400.0,70.0,1.0,1.7,1024.0
2015,2,4,1,11.0,400.0,68.0,0.0,1.7,1027.0
2015,2,4,2,11.0,300.0,66.0,-1.0,0.7,1025.0
2015,2,4,3,6.0,300.0,68.0,0.0,1.1,1024.0
2015,2,4,4,3.0,300.0,71.0,0.0,1.6,1027.0
2015,2,4,5,3.0,300.0,74.0,-1.0,1.3,1026.0
2015,2,4,6,4.0,200.0,76.0,-1.0,1.3,1024.0
2015,2,4,7,4.0,300.0,72.0,-1.0,0.9,1025.0
2015,2,4,8,6.0,600.0,47.0,-2.0,0.9,1023.0
2015,2,4,9,10.0,800.0,42.0,1.0,1.4,1024.0
2015,2,4,10,8.0,600.0,53.0,2.0,1.5499999999999998,1023.5
2015,2,4,11,8.0,400.0,73.0,3.0,1.7,1023.0
2015,2,4,12,7.0,400.0,70.0,3.0,2.6,1021.0
2015,2,4,13,8.0,400.0,74.0,4.0,1.5,1021.0
2015,2,4,14,10.0,300.0,74.0,6.0,1.7,1022.0
2015,2,4,15,6.0,300.0,78.0,7.0,3.2,1022.0
2015,2,4,16,8.0,300.0,79.0,6.0,2.8,1021.0
2015,2,4,17,10.0,400.0,76.0,5.0,3.2,1019.0
2015,2,4,18,11.0,400.0,74.0,4.0,3.7,1024.0
2015,2,4,19,8.0,400.0,71.0,3.0,2.4,1025.0
2015,2,4,20,10.0,400.0,70.0,3.0,2.2,1026.0
2015,2,4,21,6.0,400.0,73.0,3.0,2.2,1025.0
2015,2,4,22,10.0,400.0,70.0,2.0,2.0,1028.0
2015,2,4,23,12.0,500.0,64.0,2.0,1.8,1028.0
2015,2,5,0,7.0,400.0,63.0,2.0,2.1,1028.0
2015,2,5,1,10.0,400.0,62.0,1.0,1.4,1026.0
2015,2,5,2,9.0,300.0,56.0,0.0,1.0,1028.0
2015,2,5,3,9.0,600.0,32.0,-1.0,0.7,1023.0
2015,2,5,4,10.0,400.0,47.0,0.0,1.6,1025.0
2015,2,5,5,17.0,600.0,48.0,0.0,1.9,1027.0
2015,2,5,6,13.0,600.0,52.0,-2.0,0.7,1026.0
2015,2,5,7,12.0,900.0,31.0,-2.0,0.9,1027.0
2015,2,5,8,17.0,1400.0,8.0,-2.0,0.9,1025.0
2015,2,5,9,27.0,1600.0,9.0,2.0,1.3,1027.0
2015,2,5,10,32.0,1300.0,28.0,3.0,1.6,1026.0
2015,2,5,11,28.0,900.0,51.0,4.0,1.2,1025.0
2015,2,5,12,36.0,1000.0,57.0,4.0,1.9,1026.0
2015,2,5,13,36.0,800.0,65.0,6.0,2.3,1024.0
2015,2,5,14,36.0,700.0,71.0,6.0,1.7,1022.0
2015,2,5,15,41.0,700.0,80.0,7.0,1.6,1018.0
2015,2,5,16,42.0,700.0,79.0,7.0,1.8,1022.0
2015,2,5,17,43.0,700.0,70.0,6.0,2.3,1018.0
2015,2,5,18,50.0,1000.0,54.0,5.0,1.8,1018.0
2015,2,5,19,63.0,1000.0,52.0,4.0,1.4,1021.0
2015,2,5,20,69.0,1000.0,47.0,3.0,0.7,1020.0
2015,2,5,21,66.0,900.0,35.0,3.0,0.8,1019.0
2015,2,5,22,70.0,1000.0,30.0,0.0,0.7,1020.0
2015,2,5,23,68.0,1400.0,7.0,-1.0,0.9,1016.0
2015,2,6,0,72.0,2700.0,2.0,-1.0,0.7,1018.0
2015,2,6,1,62.0,2700.0,2.0,-2.0,0.5,1017.0
2015,2,6,2,44.0,2300.0,2.0,-2.0,0.2,1016.0
2015,2,6,3,47.0,2500.0,2.0,-4.0,0.6,1019.0
2015,2,6,4,44.0,2400.0,2.0,-4.0,0.9,1015.0
2015,2,6,5,39.0,2700.0,2.0,-4.0,0.5,1017.0
2015,2,6,6,31.0,2400.0,2.0,-4.0,0.6,1016.0
2015,2,6,7,34.0,2600.0,2.0,-4.0,0.4,1017.0
2015,2,6,8,46.0,4100.0,2.0,-2.0,0.2,1017.0
2015,2,6,9,55.0,4100.0,3.0,2.0,0.2,1018.0
2015,2,6,10,50.0,3200.0,4.0,5.0,0.8,1014.0
2015,2,6,11,63.0,2900.0,6.0,7.0,1.4,1018.0
2015,2,6,12,71.0,2900.0,9.0,8.0,1.2,1013.0
2015,2,6,13,65.0,1900.0,28.0,9.0,1.6,1012.0
2015,2,6,14,71.0,1500.0,41.0,9.0,1.95,1013.0
2015,2,6,15,85.0,1600.0,45.0,9.0,2.3,1014.0
2015,2,6,16,69.0,1100.0,60.0,8.0,1.3,1009.0
2015,2,6,17,76.0,1100.0,61.0,7.0,1.5,1015.0
2015,2,6,18,92.0,1400.0,56.0,6.0,2.1,1013.0
2015,2,6,19,112.0,1500.0,40.0,5.0,0.9,1013.0
2015,2,6,20,116.0,1800.0,19.0,3.0,1.1,1014.0
2015,2,6,21,137.0,2300.0,5.0,3.0,1.0,1011.0
2015,2,6,22,121.0,2600.0,2.0,1.0,0.6,1016.0
2015,2,6,23,126.0,3700.0,2.0,0.0,0.7,1013.0
2015,2,7,0,64.0,1600.0,28.0,7.0,2.8,1014.0
2015,2,7,1,8.0,300.0,59.0,6.0,1.9,1016.0
2015,2,7,2,6.0,300.0,49.0,5.0,2.7,1018.0
2015,2,7,3,7.0,200.0,45.0,4.0,2.1,1014.0
2015,2,7,4,9.0,200.0,58.0,3.0,1.2,1015.0
2015,2,7,5,8.0,300.0,60.0,3.0,2.3,1020.0
2015,2,7,6,8.0,300.0,71.0,3.0,1.2,1020.0
2015,2,7,7,10.0,300.0,75.0,3.0,2.3,1022.0
2015,2,7,8,7.0,300.0,74.0,3.0,2.0,1023.0
2015,2,7,9,7.0,300.0,73.0,3.0,2.6,1019.0
2015,2,7,10,4.0,300.0,72.0,3.0,2.3,1022.0
2015,2,7,11,8.0,400.0,68.0,3.0,3.4,1024.0
2015,2,7,12,9.0,400.0,70.0,2.0,2.8,1025.0
2015,2,7,13,11.0,400.0,66.0,3.0,2.0,1025.0
2015,2,7,14,15.0,500.0,63.0,3.0,1.8,1025.0
2015,2,7,15,10.0,400.0,70.0,4.0,1.75,1025.0
2015,2,7,16,9.0,400.0,72.0,5.0,1.7,1025.0
2015,2,7,17,6.0,300.0,78.0,3.0,2.6,1023.0
2015,2,7,18,9.0,300.0,73.0,2.0,0.9,1026.0
2015,2,7,19,8.0,300.0,73.0,0.0,2.4,1026.0
2015,2,7,20,9.0,400.0,62.0,-1.0,1.3,1028.0
2015,2,7,21,8.0,400.0,59.0,-2.0,1.2000000000000002,1029.0
2015,2,7,22,13.0,600.0,48.0,-3.0,1.1,1030.0
2015,2,7,23,4.0,300.0,71.0,-4.0,1.7,1032.0
2015,2,8,0,7.0,300.0,77.0,-4.0,0.9,1032.0
2015,2,8,1,3.0,300.0,76.0,-5.0,1.5,1028.0
2015,2,8,2,3.0,300.0,70.0,-5.0,1.7,1032.0
2015,2,8,3,12.0,800.0,46.0,-6.0,0.9,1032.0
2015,2,8,4,9.0,700.0,43.0,-7.0,1.3,1031.0
2015,2,8,5,11.0,700.0,40.0,-7.0,1.7,1028.0
